BS_IP,BS_MAC,A_WG_IP,A_YW_IP,A_PORT,PW,B_IP
8.147.33.12,a4a1.c237.0701,4.112.1.69,3.112.1.69,GE0/1/8.300,pw10143,14.152.164.130
8.147.33.13,a4a1.c236.f5d9,4.112.1.69,3.112.1.69,GE0/1/9.200,pw10144,14.152.164.130
8.147.33.14,a4a1.c236.f5d9,4.112.1.69,3.112.1.69,GE0/1/9.300,pw10145,14.152.164.130
8.147.16.137,a4a1.c237.4da0,4.112.1.30,3.112.1.30,GE0/1/6.200,pw10016,14.152.164.136
8.147.16.138,a4a1.c237.4da0,4.112.1.30,3.112.1.30,GE0/1/6.300,pw10017,14.152.164.136
8.147.16.141,a4a1.c236.e53c,4.112.1.30,3.112.1.30,GE0/1/7.200,pw10018,14.152.164.136
8.147.16.142,a4a1.c236.e53c,4.112.1.30,3.112.1.30,GE0/1/7.300,pw10019,14.152.164.136
8.147.16.147,a4a1.c237.4bd2,4.112.1.30,3.112.1.30,GE0/1/8.200,pw10020,14.152.164.136
8.147.16.148,a4a1.c237.4bd2,4.112.1.30,3.112.1.30,GE0/1/8.300,pw10021,14.152.164.136
8.147.16.149,a4a1.c236.e9e2,4.112.1.30,3.112.1.30,GE0/1/9.200,pw10022,14.152.164.136
8.147.16.150,a4a1.c236.e9e2,4.112.1.30,3.112.1.30,GE0/1/9.300,pw10023,14.152.164.136
8.147.16.137,a4a1.c237.4da0,4.112.1.30,3.112.1.30,GE0/1/6.200,pw20016,14.152.164.137
8.147.16.138,a4a1.c237.4da0,4.112.1.30,3.112.1.30,GE0/1/6.300,pw20017,14.152.164.137
8.147.16.141,a4a1.c236.e53c,4.112.1.30,3.112.1.30,GE0/1/7.200,pw20018,14.152.164.137
8.147.16.142,a4a1.c236.e53c,4.112.1.30,3.112.1.30,GE0/1/7.300,pw20019,14.152.164.137
8.147.16.147,a4a1.c237.4bd2,4.112.1.30,3.112.1.30,GE0/1/8.200,pw20020,14.152.164.137
8.147.16.148,a4a1.c237.4bd2,4.112.1.30,3.112.1.30,GE0/1/8.300,pw20021,14.152.164.137
8.147.16.149,a4a1.c236.e9e2,4.112.1.30,3.112.1.30,GE0/1/9.200,pw20022,14.152.164.137
8.147.16.150,a4a1.c236.e9e2,4.112.1.30,3.112.1.30,GE0/1/9.300,pw20023,14.152.164.137
8.149.26.132,a4a1.c237.15c5,4.111.225.104,3.111.225.104,GE0/5/1.300,pw20005,14.152.160.182
8.149.26.133,a4a1.c237.15c5,4.111.225.104,3.111.225.104,GE0/5/1.200,pw20004,14.152.160.182
8.149.26.138,a4a1.c236.4e80,4.111.225.104,3.111.225.104,GE0/5/2.300,pw20011,14.152.160.182
8.149.26.139,a4a1.c236.4e80,4.111.225.104,3.111.225.104,GE0/5/2.200,pw20010,14.152.160.182
8.149.26.146,a4a1.c236.63b1,4.111.225.104,3.111.225.104,GE0/6/1.300,pw20017,14.152.160.182
8.149.26.147,a4a1.c236.63b1,4.111.225.104,3.111.225.104,GE0/6/1.200,pw20016,14.152.160.182
8.149.26.148,a4a1.c27a.3964,4.111.225.104,3.111.225.104,GE0/6/2.300,pw20019,14.152.160.182
8.149.26.149,a4a1.c27a.3964,4.111.225.104,3.111.225.104,GE0/6/2.200,pw20018,14.152.160.182
8.149.25.4,8038.bc13.80e7,4.111.225.69,3.111.225.69,GE0/6/2.200,pw10009,14.152.160.175
8.149.25.6,8038.bc15.0e8c,4.111.225.69,3.111.225.69,GE0/5/3.200,pw10006,14.152.160.175
8.149.25.7,8038.bc12.824b,4.111.225.69,3.111.225.69,GE0/6/3.200,pw10010,14.152.160.175
8.149.25.8,8038.bc12.8113,4.111.225.69,3.111.225.69,GE0/5/4.200,pw10007,14.152.160.175
8.149.25.10,8038.bc13.831b,4.111.225.69,3.111.225.69,GE0/5/1.200,pw10004,14.152.160.175
8.149.25.4,8038.bc13.80e7,4.111.225.69,3.111.225.69,GE0/6/2.200,pw20009,14.152.160.176
8.149.25.6,8038.bc15.0e8c,4.111.225.69,3.111.225.69,GE0/5/3.200,pw20006,14.152.160.176
8.149.25.7,8038.bc12.824b,4.111.225.69,3.111.225.69,GE0/6/3.200,pw20010,14.152.160.176
8.149.25.8,8038.bc12.8113,4.111.225.69,3.111.225.69,GE0/5/4.200,pw20007,14.152.160.176
8.149.25.10,8038.bc13.831b,4.111.225.69,3.111.225.69,GE0/5/1.200,pw20004,14.152.160.176
8.149.18.132,74c9.9adc.5485,4.111.225.12,3.111.225.12,GE0/6/1.300,pw20017,14.152.160.154
8.149.18.133,74c9.9adc.5485,4.111.225.12,3.111.225.12,GE0/6/1.200,pw20016,14.152.160.154
8.149.18.138,a4a1.c234.b3ba,4.111.225.12,3.111.225.12,GE0/6/3.300,pw20021,14.152.160.154
8.149.18.139,a4a1.c234.b3ba,4.111.225.12,3.111.225.12,GE0/6/3.200,pw20020,14.152.160.154
8.149.18.172,a4a1.c236.eb24,4.111.225.12,3.111.225.12,GE0/6/2.300,pw20019,14.152.160.154
8.149.18.173,a4a1.c236.eb24,4.111.225.12,3.111.225.12,GE0/6/2.200,pw20018,14.152.160.154
8.149.18.182,a4a1.c236.4f60,4.111.225.12,3.111.225.12,GE0/5/1.300,pw20011,14.152.160.154
8.149.18.183,a4a1.c236.4f60,4.111.225.12,3.111.225.12,GE0/5/1.200,pw20010,14.152.160.154
8.149.18.202,a4a1.c235.1092,4.111.225.12,3.111.225.12,GE0/5/2.300,pw20013,14.152.160.154
8.149.18.203,a4a1.c235.1092,4.111.225.12,3.111.225.12,GE0/5/2.200,pw20012,14.152.160.154
8.149.18.132,74c9.9adc.5485,4.111.225.12,3.111.225.12,GE0/6/1.300,pw10017,14.152.160.153
8.149.18.133,74c9.9adc.5485,4.111.225.12,3.111.225.12,GE0/6/1.200,pw10016,14.152.160.153
8.149.18.138,a4a1.c234.b3ba,4.111.225.12,3.111.225.12,GE0/6/3.300,pw10021,14.152.160.153
8.149.18.139,a4a1.c234.b3ba,4.111.225.12,3.111.225.12,GE0/6/3.200,pw10020,14.152.160.153
8.149.18.172,a4a1.c236.eb24,4.111.225.12,3.111.225.12,GE0/6/2.300,pw10019,14.152.160.153
8.149.18.173,a4a1.c236.eb24,4.111.225.12,3.111.225.12,GE0/6/2.200,pw10018,14.152.160.153
8.149.18.182,a4a1.c236.4f60,4.111.225.12,3.111.225.12,GE0/5/1.300,pw10011,14.152.160.153
8.149.18.183,a4a1.c236.4f60,4.111.225.12,3.111.225.12,GE0/5/1.200,pw10010,14.152.160.153
8.149.18.202,a4a1.c235.1092,4.111.225.12,3.111.225.12,GE0/5/2.300,pw10013,14.152.160.153
8.149.18.203,a4a1.c235.1092,4.111.225.12,3.111.225.12,GE0/5/2.200,pw10012,14.152.160.153
8.149.19.6,a4a1.c233.f0ca,4.111.225.27,3.111.225.27,GE0/5/2.300,pw10003,14.152.160.157
8.149.19.7,a4a1.c233.f0ca,4.111.225.27,3.111.225.27,GE0/5/2.200,pw10002,14.152.160.157
8.149.19.28,a4a1.c234.b26a,4.111.225.27,3.111.225.27,GE0/6/1.300,pw10007,14.152.160.157
8.149.19.29,a4a1.c234.b26a,4.111.225.27,3.111.225.27,GE0/6/1.200,pw10006,14.152.160.157
8.149.19.40,a4a1.c234.0c67,4.111.225.27,3.111.225.27,GE0/6/2.300,pw10009,14.152.160.157
8.149.19.41,a4a1.c234.0c67,4.111.225.27,3.111.225.27,GE0/6/2.200,pw10008,14.152.160.157
8.149.19.44,a4a1.c234.9a8b,4.111.225.27,3.111.225.27,GE0/5/3.300,pw10005,14.152.160.157
8.149.19.45,a4a1.c234.9a8b,4.111.225.27,3.111.225.27,GE0/5/3.200,pw10004,14.152.160.157
8.149.19.6,a4a1.c233.f0ca,4.111.225.27,3.111.225.27,GE0/5/2.300,pw20003,14.152.160.158
8.149.19.7,a4a1.c233.f0ca,4.111.225.27,3.111.225.27,GE0/5/2.200,pw20002,14.152.160.158
8.149.19.28,a4a1.c234.b26a,4.111.225.27,3.111.225.27,GE0/6/1.300,pw20007,14.152.160.158
8.149.19.29,a4a1.c234.b26a,4.111.225.27,3.111.225.27,GE0/6/1.200,pw20006,14.152.160.158
8.149.19.40,a4a1.c234.0c67,4.111.225.27,3.111.225.27,GE0/6/2.300,pw20009,14.152.160.158
8.149.19.41,a4a1.c234.0c67,4.111.225.27,3.111.225.27,GE0/6/2.200,pw20008,14.152.160.158
8.149.19.44,a4a1.c234.9a8b,4.111.225.27,3.111.225.27,GE0/5/3.300,pw20005,14.152.160.158
8.149.19.45,a4a1.c234.9a8b,4.111.225.27,3.111.225.27,GE0/5/3.200,pw20004,14.152.160.158
8.152.18.190,30d1.7e7c.5298,4.112.225.69,3.112.225.69,GE0/5/1.200,pw10050,14.152.242.29
8.152.18.191,30d1.7e7c.5050,4.112.225.69,3.112.225.69,GE0/6/1.200,pw10051,14.152.242.29
8.152.18.192,08e8.4f67.33df,4.112.225.69,3.112.225.69,GE0/5/2.200,pw10052,14.152.242.29
8.152.18.199,2cab.0062.0b7c,4.112.225.69,3.112.225.69,GE0/6/2.200,pw10063,14.152.242.29
8.152.18.190,30d1.7e7c.5298,4.112.225.69,3.112.225.69,GE0/5/1.200,pw20050,14.152.242.30
8.152.18.191,30d1.7e7c.5050,4.112.225.69,3.112.225.69,GE0/6/1.200,pw20051,14.152.242.30
8.152.18.192,08e8.4f67.33df,4.112.225.69,3.112.225.69,GE0/5/2.200,pw20052,14.152.242.30
8.152.18.199,2cab.0062.0b7c,4.112.225.69,3.112.225.69,GE0/6/2.200,pw20063,14.152.242.30
8.152.14.8,688f.84f7.00fd,4.112.224.80,3.112.224.80,GE0/1/10.200,pw20001,14.152.242.8
8.152.14.9,688f.84f7.016d,4.112.224.80,3.112.224.80,GE0/3/8.200,pw20000,14.152.242.8
8.152.14.8,688f.84f7.00fd,4.112.224.80,3.112.224.80,GE0/1/10.200,pw10001,14.152.242.7
8.152.14.9,688f.84f7.016d,4.112.224.80,3.112.224.80,GE0/3/8.200,pw10000,14.152.242.7
8.152.17.2,fcc8.97de.c03e,4.112.224.71,3.112.224.71,GE0/5/1.200,pw10000,14.152.242.19
8.152.17.3,fcc8.97dc.8b9e,4.112.224.71,3.112.224.71,GE0/6/1.200,pw10001,14.152.242.19
8.152.17.4,fcc8.97dc.d503,4.112.224.71,3.112.224.71,GE0/5/2.200,pw10002,14.152.242.19
8.152.17.5,fcc8.97dd.c530,4.112.224.71,3.112.224.71,GE0/6/2.200,pw10003,14.152.242.19
8.152.17.6,fcc8.97de.c3d4,4.112.224.71,3.112.224.71,GE0/5/3.200,pw10004,14.152.242.19
8.152.17.18,fcc8.97d0.0650,4.112.224.71,3.112.224.71,GE0/6/3.200,pw10005,14.152.242.19
8.152.17.2,fcc8.97de.c03e,4.112.224.71,3.112.224.71,GE0/5/1.200,pw20000,14.152.242.20
8.152.17.3,fcc8.97dc.8b9e,4.112.224.71,3.112.224.71,GE0/6/1.200,pw20001,14.152.242.20
8.152.17.4,fcc8.97dc.d503,4.112.224.71,3.112.224.71,GE0/5/2.200,pw20002,14.152.242.20
8.152.17.5,fcc8.97dd.c530,4.112.224.71,3.112.224.71,GE0/6/2.200,pw20003,14.152.242.20
8.152.17.6,fcc8.97de.c3d4,4.112.224.71,3.112.224.71,GE0/5/3.200,pw20004,14.152.242.20
8.152.17.18,fcc8.97d0.0650,4.112.224.71,3.112.224.71,GE0/6/3.200,pw20005,14.152.242.20
8.152.13.154,e4c2.d1e9.88e3,4.112.225.22,3.112.225.22,GE0/5/1.200,pw10022,14.152.242.5
8.152.13.155,e4c2.d1eb.8802,4.112.225.22,3.112.225.22,GE0/6/1.200,pw10023,14.152.242.5
8.152.13.156,688f.84fa.0add,4.112.225.22,3.112.225.22,GE0/5/2.200,pw10024,14.152.242.5
8.152.13.157,688f.84fa.1321,4.112.225.22,3.112.225.22,GE0/6/2.200,pw10025,14.152.242.5
8.152.13.158,30d1.7e7c.520c,4.112.225.22,3.112.225.22,GE0/5/3.200,pw10026,14.152.242.5
8.152.13.154,e4c2.d1e9.88e3,4.112.225.22,3.112.225.22,GE0/5/1.200,pw20022,14.152.242.6
8.152.13.155,e4c2.d1eb.8802,4.112.225.22,3.112.225.22,GE0/6/1.200,pw20023,14.152.242.6
8.152.13.156,688f.84fa.0add,4.112.225.22,3.112.225.22,GE0/5/2.200,pw20024,14.152.242.6
8.152.13.157,688f.84fa.1321,4.112.225.22,3.112.225.22,GE0/6/2.200,pw20025,14.152.242.6
8.152.13.158,30d1.7e7c.520c,4.112.225.22,3.112.225.22,GE0/5/3.200,pw20026,14.152.242.6
8.152.13.159,688f.84f9.f743,4.112.225.22,3.112.225.22,GE0/6/3.200,pw20027,14.152.242.6
8.152.19.7,688f.84f7.017d,4.112.224.149,3.112.224.149,GE0/1/10.200,pw10002,14.152.242.31
8.152.19.12,688f.84f9.ebfb,4.112.224.149,3.112.224.149,GE0/3/8.200,pw10012,14.152.242.31
8.152.19.7,688f.84f7.017d,4.112.224.149,3.112.224.149,GE0/1/10.200,pw20002,14.152.242.32
8.152.19.12,688f.84f9.ebfb,4.112.224.149,3.112.224.149,GE0/3/8.200,pw20012,14.152.242.32
8.149.19.74,a4a1.c237.3003,4.111.225.134,3.111.225.134,GE0/6/1.300,pw10109,14.152.160.157
8.149.19.75,a4a1.c237.3003,4.111.225.134,3.111.225.134,GE0/6/1.200,pw10108,14.152.160.157
8.149.19.88,a4a1.c236.63db,4.111.225.134,3.111.225.134,GE0/5/1.300,pw10111,14.152.160.157
8.149.19.89,a4a1.c236.63db,4.111.225.134,3.111.225.134,GE0/5/1.200,pw10110,14.152.160.157
8.149.19.96,a4a1.c236.6cbe,4.111.225.134,3.111.225.134,GE0/5/2.300,pw10123,14.152.160.157
8.149.19.97,a4a1.c236.6cbe,4.111.225.134,3.111.225.134,GE0/5/2.200,pw10122,14.152.160.157
8.149.19.74,a4a1.c237.3003,4.111.225.134,3.111.225.134,GE0/6/1.300,pw20109,14.152.160.158
8.149.19.75,a4a1.c237.3003,4.111.225.134,3.111.225.134,GE0/6/1.200,pw20108,14.152.160.158
8.149.19.88,a4a1.c236.63db,4.111.225.134,3.111.225.134,GE0/5/1.300,pw20111,14.152.160.158
8.149.19.89,a4a1.c236.63db,4.111.225.134,3.111.225.134,GE0/5/1.200,pw20110,14.152.160.158
8.149.19.96,a4a1.c236.6cbe,4.111.225.134,3.111.225.134,GE0/5/2.300,pw20123,14.152.160.158
8.149.19.97,a4a1.c236.6cbe,4.111.225.134,3.111.225.134,GE0/5/2.200,pw20122,14.152.160.158
8.152.18.161,fce3.3ca1.8f7d,4.112.225.61,3.112.225.61,GE0/5/1.200,pw10034,14.152.242.29
8.152.18.162,fce3.3ca1.8fb9,4.112.225.61,3.112.225.61,GE0/6/1.200,pw10035,14.152.242.29
8.152.18.163,fce3.3ca1.8f19,4.112.225.61,3.112.225.61,GE0/5/2.200,pw10036,14.152.242.29
8.152.18.164,fce3.3ca1.90dd,4.112.225.61,3.112.225.61,GE0/6/2.200,pw10037,14.152.242.29
8.152.18.165,fce3.3ca1.90b5,4.112.225.61,3.112.225.61,GE0/5/3.200,pw10038,14.152.242.29
8.152.18.166,fce3.3ca1.94e5,4.112.225.61,3.112.225.61,GE0/6/3.200,pw10039,14.152.242.29
8.152.18.161,fce3.3ca1.8f7d,4.112.225.61,3.112.225.61,GE0/5/1.200,pw20034,14.152.242.30
8.152.18.162,fce3.3ca1.8fb9,4.112.225.61,3.112.225.61,GE0/6/1.200,pw20035,14.152.242.30
8.152.18.163,fce3.3ca1.8f19,4.112.225.61,3.112.225.61,GE0/5/2.200,pw20036,14.152.242.30
8.152.18.164,fce3.3ca1.90dd,4.112.225.61,3.112.225.61,GE0/6/2.200,pw20037,14.152.242.30
8.152.18.165,fce3.3ca1.90b5,4.112.225.61,3.112.225.61,GE0/5/3.200,pw20038,14.152.242.30
8.152.18.166,fce3.3ca1.94e5,4.112.225.61,3.112.225.61,GE0/6/3.200,pw20039,14.152.242.30
8.149.16.15,8038.bc15.1eb3,4.111.225.75,3.111.225.75,GE0/5/1.200,pw10020,14.152.160.131
8.149.16.20,8038.bc14.67b7,4.111.225.75,3.111.225.75,GE0/6/1.200,pw10022,14.152.160.131
8.149.16.21,8038.bc15.0d68,4.111.225.75,3.111.225.75,GE0/5/2.200,pw10021,14.152.160.131
8.149.16.27,8038.bc12.7d9d,4.111.225.75,3.111.225.75,GE0/6/2.200,pw10030,14.152.160.131
8.149.16.45,88a2.d71d.36dd,4.111.225.75,3.111.225.75,GE0/5/3.200,pw10054,14.152.160.131
8.149.16.15,8038.bc15.1eb3,4.111.225.75,3.111.225.75,GE0/5/1.200,pw20020,14.152.160.132
8.149.16.20,8038.bc14.67b7,4.111.225.75,3.111.225.75,GE0/6/1.200,pw20022,14.152.160.132
8.149.16.21,8038.bc15.0d68,4.111.225.75,3.111.225.75,GE0/5/2.200,pw20021,14.152.160.132
8.149.16.27,8038.bc12.7d9d,4.111.225.75,3.111.225.75,GE0/6/2.200,pw20030,14.152.160.132
8.149.16.45,88a2.d71d.36dd,4.111.225.75,3.111.225.75,GE0/5/3.200,pw20054,14.152.160.132
8.147.18.23,a4a1.c236.e6f5,4.112.1.75,3.112.1.75,GE0/1/6.200,pw20036,14.152.164.135
8.147.18.24,a4a1.c236.e6f5,4.112.1.75,3.112.1.75,GE0/1/6.300,pw20037,14.152.164.135
8.147.18.23,a4a1.c236.e6f5,4.112.1.75,3.112.1.75,GE0/1/6.200,pw10036,14.152.164.134
8.147.18.24,a4a1.c236.e6f5,4.112.1.75,3.112.1.75,GE0/1/6.300,pw10037,14.152.164.134
8.149.17.36,688f.84f9.b5a8,4.111.225.110,3.111.225.110,GE0/5/1.200,pw10042,14.152.160.165
8.149.17.37,688f.84f9.b73c,4.111.225.110,3.111.225.110,GE0/6/2.200,pw10043,14.152.160.165
8.149.17.52,249e.ab87.256b,4.111.225.110,3.111.225.110,GE0/6/3.200,pw10054,14.152.160.165
8.149.17.36,688f.84f9.b5a8,4.111.225.110,3.111.225.110,GE0/5/1.200,pw20042,14.152.160.166
8.149.17.37,688f.84f9.b73c,4.111.225.110,3.111.225.110,GE0/6/2.200,pw20043,14.152.160.166
8.149.17.52,249e.ab87.256b,4.111.225.110,3.111.225.110,GE0/6/3.200,pw20054,14.152.160.166
8.147.33.161,a4a1.c27a.46df,4.112.1.121,3.112.1.121,GE0/5/1.200,pw10012,14.152.164.154
8.147.33.162,a4a1.c27a.46df,4.112.1.121,3.112.1.121,GE0/5/1.300,pw10013,14.152.164.154
8.147.33.161,a4a1.c27a.46df,4.112.1.121,3.112.1.121,GE0/5/1.200,pw20012,14.152.164.155
8.147.33.162,a4a1.c27a.46df,4.112.1.121,3.112.1.121,GE0/5/1.300,pw20013,14.152.164.155
8.152.14.146,fcc8.97d0.4abf,4.112.224.104,3.112.224.104,GE0/1/10.200,pw10024,14.152.242.25
8.152.14.146,fcc8.97d0.4abf,4.112.224.104,3.112.224.104,GE0/1/10.200,pw20024,14.152.242.26
8.147.32.138,e4c2.d1e3.386b,4.112.1.119,3.112.1.119,GE0/5/1.200,pw10008,14.152.164.152
8.147.32.139,e4c2.d1e3.394b,4.112.1.119,3.112.1.119,GE0/6/1.200,pw10009,14.152.164.152
8.147.32.140,e4c2.d1e3.396f,4.112.1.119,3.112.1.119,GE0/5/2.200,pw10010,14.152.164.152
8.147.32.138,e4c2.d1e3.386b,4.112.1.119,3.112.1.119,GE0/5/1.200,pw20008,14.152.164.153
8.147.32.139,e4c2.d1e3.394b,4.112.1.119,3.112.1.119,GE0/6/1.200,pw20009,14.152.164.153
8.147.32.140,e4c2.d1e3.396f,4.112.1.119,3.112.1.119,GE0/5/2.200,pw20010,14.152.164.153
8.149.16.29,688f.84f9.af6c,4.111.225.77,3.111.225.77,GE0/6/1.200,pw10037,14.152.160.131
8.149.16.37,845b.1271.8329,4.111.225.77,3.111.225.77,GE0/6/2.200,pw10046,14.152.160.131
8.149.16.42,88a2.d71d.3afd,4.111.225.77,3.111.225.77,GE0/5/1.200,pw10055,14.152.160.131
8.149.16.47,88a2.d71e.db1b,4.111.225.77,3.111.225.77,GE0/5/2.200,pw10059,14.152.160.131
8.149.16.29,688f.84f9.af6c,4.111.225.77,3.111.225.77,GE0/6/1.200,pw20037,14.152.160.132
8.149.16.37,845b.1271.8329,4.111.225.77,3.111.225.77,GE0/6/2.200,pw20046,14.152.160.132
8.149.16.42,88a2.d71d.3afd,4.111.225.77,3.111.225.77,GE0/5/1.200,pw20055,14.152.160.132
8.149.16.47,88a2.d71e.db1b,4.111.225.77,3.111.225.77,GE0/5/2.200,pw20059,14.152.160.132
8.155.27.3,044e.0617.6e9a,4.112.33.66,3.112.33.66,GE0/1/10.200,pw20026,14.152.168.141
8.155.27.4,044e.0617.6e9a,4.112.33.66,3.112.33.66,GE0/1/10.300,pw20027,14.152.168.141
8.155.27.3,044e.0617.6e9a,4.112.33.66,3.112.33.66,GE0/1/10.200,pw10026,14.152.168.140
8.155.27.4,044e.0617.6e9a,4.112.33.66,3.112.33.66,GE0/1/10.300,pw10027,14.152.168.140
8.149.29.130,a4a1.c235.319a,4.111.225.199,3.111.225.199,GE0/5/1.300,pw20001,14.152.160.188
8.149.29.131,a4a1.c235.319a,4.111.225.199,3.111.225.199,GE0/5/1.200,pw20000,14.152.160.188
8.149.29.132,a4a1.c236.60a8,4.111.225.199,3.111.225.199,GE0/6/1.300,pw20003,14.152.160.188
8.149.29.133,a4a1.c236.60a8,4.111.225.199,3.111.225.199,GE0/6/1.200,pw20002,14.152.160.188
8.149.29.130,a4a1.c235.319a,4.111.225.199,3.111.225.199,GE0/5/1.300,pw10001,14.152.160.187
8.149.29.131,a4a1.c235.319a,4.111.225.199,3.111.225.199,GE0/5/1.200,pw10000,14.152.160.187
8.149.29.132,a4a1.c236.60a8,4.111.225.199,3.111.225.199,GE0/6/1.300,pw10003,14.152.160.187
8.149.29.133,a4a1.c236.60a8,4.111.225.199,3.111.225.199,GE0/6/1.200,pw10002,14.152.160.187
8.149.18.208,a4a1.c236.e64d,4.111.225.178,3.111.225.178,GE0/5/1.300,pw20099,14.152.160.154
8.149.18.209,a4a1.c236.e64d,4.111.225.178,3.111.225.178,GE0/5/1.200,pw20098,14.152.160.154
8.149.18.208,a4a1.c236.e64d,4.111.225.178,3.111.225.178,GE0/5/1.300,pw10099,14.152.160.153
8.149.18.209,a4a1.c236.e64d,4.111.225.178,3.111.225.178,GE0/5/1.200,pw10098,14.152.160.153
8.155.17.107,a4a1.c233.d1b4,4.112.33.70,3.112.33.70,GE0/3/8.200,pw20120,14.152.168.131
8.155.17.108,a4a1.c233.d1b4,4.112.33.70,3.112.33.70,GE0/3/8.300,pw20121,14.152.168.131
8.155.17.109,a4a1.c233.d351,4.112.33.70,3.112.33.70,GE0/1/10.200,pw20118,14.152.168.131
8.155.17.110,a4a1.c233.d351,4.112.33.70,3.112.33.70,GE0/1/10.300,pw20119,14.152.168.131
8.155.17.111,a4a1.c233.caec,4.112.33.70,3.112.33.70,GE0/1/9.200,pw20122,14.152.168.131
8.155.17.112,a4a1.c233.caec,4.112.33.70,3.112.33.70,GE0/1/9.300,pw20123,14.152.168.131
8.152.12.131,fcc8.97df.35dc,4.112.225.109,3.112.225.109,GE0/6/1.200,pw20004,14.152.242.38
8.152.12.132,fcc8.97df.1dc9,4.112.225.109,3.112.225.109,GE0/5/2.200,pw20005,14.152.242.38
8.152.12.133,fcc8.97df.34c8,4.112.225.109,3.112.225.109,GE0/5/1.200,pw20000,14.152.242.38
8.152.12.131,fcc8.97df.35dc,4.112.225.109,3.112.225.109,GE0/6/1.200,pw10004,14.152.242.37
8.152.12.132,fcc8.97df.1dc9,4.112.225.109,3.112.225.109,GE0/5/2.200,pw10005,14.152.242.37
8.152.12.133,fcc8.97df.34c8,4.112.225.109,3.112.225.109,GE0/5/1.200,pw10000,14.152.242.37
8.147.18.39,a4a1.c234.aa8a,4.112.1.95,3.112.1.95,GE0/1/6.200,pw20052,14.152.164.135
8.147.18.40,a4a1.c234.aa8a,4.112.1.95,3.112.1.95,GE0/1/6.300,pw20053,14.152.164.135
8.147.18.83,a4a1.c27a.2e82,4.112.1.95,3.112.1.95,GE0/1/7.200,pw20056,14.152.164.135
8.147.18.84,a4a1.c27a.2e82,4.112.1.95,3.112.1.95,GE0/1/7.300,pw20057,14.152.164.135
8.147.18.39,a4a1.c234.aa8a,4.112.1.95,3.112.1.95,GE0/1/6.200,pw10052,14.152.164.134
8.147.18.40,a4a1.c234.aa8a,4.112.1.95,3.112.1.95,GE0/1/6.300,pw10053,14.152.164.134
8.147.18.83,a4a1.c27a.2e82,4.112.1.95,3.112.1.95,GE0/1/7.200,pw10056,14.152.164.134
8.147.18.84,a4a1.c27a.2e82,4.112.1.95,3.112.1.95,GE0/1/7.300,pw10057,14.152.164.134
8.149.17.39,8038.bc13.84d3,4.111.225.116,3.111.225.116,GE0/5/3.200,pw10044,14.152.160.165
8.149.17.53,249e.ab87.263f,4.111.225.116,3.111.225.116,GE0/5/4.200,pw10057,14.152.160.165
8.149.17.39,8038.bc13.84d3,4.111.225.116,3.111.225.116,GE0/5/3.200,pw20044,14.152.160.166
8.149.17.53,249e.ab87.263f,4.111.225.116,3.111.225.116,GE0/5/4.200,pw20057,14.152.160.166
8.152.14.19,b415.13f5.9825,4.112.224.35,3.112.224.35,GE0/1/10.200,pw20016,14.152.242.8
8.152.14.19,b415.13f5.9825,4.112.224.35,3.112.224.35,GE0/1/10.200,pw10016,14.152.242.7
8.149.18.188,a4a1.c235.104c,4.111.225.146,3.111.225.146,GE0/1/9.300,pw20087,14.152.160.154
8.149.18.189,a4a1.c235.104c,4.111.225.146,3.111.225.146,GE0/1/9.200,pw20086,14.152.160.154
8.149.18.192,a4a1.c234.0640,4.111.225.146,3.111.225.146,GE0/1/10.300,pw20089,14.152.160.154
8.149.18.193,a4a1.c234.0640,4.111.225.146,3.111.225.146,GE0/1/10.200,pw20088,14.152.160.154
8.149.18.188,a4a1.c235.104c,4.111.225.146,3.111.225.146,GE0/1/9.300,pw10087,14.152.160.153
8.149.18.189,a4a1.c235.104c,4.111.225.146,3.111.225.146,GE0/1/9.200,pw10086,14.152.160.153
8.149.18.192,a4a1.c234.0640,4.111.225.146,3.111.225.146,GE0/1/10.300,pw10089,14.152.160.153
8.149.18.193,a4a1.c234.0640,4.111.225.146,3.111.225.146,GE0/1/10.200,pw10088,14.152.160.153
8.152.15.14,fcc8.97df.35d3,4.112.225.59,3.112.225.59,GE0/5/1.200,pw10012,14.152.242.9
8.152.15.15,fcc8.97de.f9f5,4.112.225.59,3.112.225.59,GE0/6/1.200,pw10013,14.152.242.9
8.152.15.19,d058.a800.1ca5,4.112.225.59,3.112.225.59,GE0/6/2.200,pw10020,14.152.242.9
8.152.15.20,3cda.2a80.58c4,4.112.225.59,3.112.225.59,GE0/5/2.200,pw10021,14.152.242.9
8.152.15.14,fcc8.97df.35d3,4.112.225.59,3.112.225.59,GE0/5/1.200,pw20012,14.152.242.10
8.152.15.15,fcc8.97de.f9f5,4.112.225.59,3.112.225.59,GE0/6/1.200,pw20013,14.152.242.10
8.152.15.19,d058.a800.1ca5,4.112.225.59,3.112.225.59,GE0/6/2.200,pw20020,14.152.242.10
8.152.15.20,3cda.2a80.58c4,4.112.225.59,3.112.225.59,GE0/5/2.200,pw20021,14.152.242.10
8.152.18.193,688f.84f9.65d5,4.112.225.63,3.112.225.63,GE0/5/1.200,pw10061,14.152.242.29
8.152.18.200,2cab.0062.0cf8,4.112.225.63,3.112.225.63,GE0/6/1.200,pw10068,14.152.242.29
8.152.18.201,845b.1251.4702,4.112.225.63,3.112.225.63,GE0/5/2.200,pw10069,14.152.242.29
